-2,3682	0,5469
-2,666	0,5713
-2,959	0,5957
-3,2422	0,6201
-3,501	0,6445
-3,7402	0,6689
-3,9697	0,6836
-4,1748	0,7129
-4,3652	0,7227
-4,5312	0,7324
-4,6777	0,752
-4,7949	0,7568
-4,8975	0,7617
-4,9854	0,7568
-5,0293	0,7666
-5,0732	0,7471
-5,0732	0,708
-5,0684	0,6543
-5,0195	0,6396
-4,9756	0,5957
-4,8926	0,5859
-4,7754	0,542
-4,6582	0,5029
-4,4971	0,459
-4,3408	0,4199
-4,1455	0,3711
-3,9355	0,3271
-3,7012	0,2832
-3,457	0,2393
-3,1836	0,1904
-2,9053	0,1904
-2,6172	0,1367
-2,3096	0,083
-2,002	0,0342
-1,6797	0,0293
-1,3525	-0,0049
-1,0059	-0,0732
-0,6641	-0,1367
-0,3076	-0,1758
0,0293	-0,2393
0,4053	-0,2637
0,7471	-0,3223
1,0986	-0,376
1,4307	-0,4248
1,7773	-0,4834
2,1094	-0,5469
2,4316	-0,6104
2,749	-0,6738
3,042	-0,7471
3,3496	-0,8301
3,6035	-0,8936
3,877	-0,9766
4,0918	-1,0498
4,3262	-1,1182
4,5264	-1,1768
4,7168	-1,2402
4,8584	-1,2793
4,9951	-1,3135
5,1123	-1,333
5,1855	-1,3477
5,2588	-1,3379
5,2881	-1,3184
5,3125	-1,2354
5,2979	-0,9277
5,2734	-0,7129
5,1709	-0,5713
5,0244	-0,415
4,8389	-0,2783
4,6826	-0,1465
4,5117	-0,0342
4,3311	0,0488
4,1162	0,0977
3,9014	0,1221
3,6621	0,127
3,4229	0,1563
3,1641	0,1807
2,8564	0,2051
2,583	0,2197
2,2607	0,2588
1,9336	0,2686
1,6211	0,3027
1,2695	0,3027
0,9375	0,3369
0,5859	0,3418
0,2441	0,3809
-0,1025	0,3857
-0,4492	0,415
-0,8154	0,4248
-1,1377	0,459
-1,4893	0,4688
-1,8213	0,5127
-2,1289	0,5273
-2,4561	0,5469
-2,749	0,5811
-3,0371	0,6055
-3,3057	0,625
-3,5693	0,6494
-3,7939	0,6787
-4,0186	0,6982
-4,2285	0,708
-4,4043	0,7324
-4,5752	0,7471
-4,6973	0,752
-4,8437	0,7568
-4,9072	0,7666
-5	0,7568
-5,0439	0,7617
-5,0684	0,7275
-5,083	0,6982
-5,0635	0,6494
-5,0195	0,6445
-4,9414	0,6006
-4,8779	0,5713
-4,751	0,5322
-4,6191	0,498
-4,4678	0,4443
-4,2822	0,415
-4,1016	0,3564
-3,8721	0,3223
-3,6377	0,2637
-3,3789	0,2344
-3,1055	0,1855
-2,832	0,1904
-2,5439	0,1172
-2,2217	0,0732
-1,9043	0,0244
-1,5967	0,0342
-1,2695	-0,0293
-0,9033	-0,1074
-0,5615	-0,1514
-0,21	-0,1904
0,1367	-0,2393
0,498	-0,2881
0,8447	-0,332
1,1865	-0,3857
1,5381	-0,4492
1,8555	-0,498
2,207	-0,5664
2,5195	-0,6201
2,8369	-0,7031
3,1299	-0,7617
3,4229	-0,8496
3,7012	-0,9277
3,9404	-1,0059
4,1895	-1,0693
4,3848	-1,1475
4,5947	-1,1963
4,7656	-1,2549
4,9219	-1,2891
5,0342	-1,3281
5,1416	-1,3379
5,2344	-1,3477
5,2734	-1,3184
5,3223	-1,2793
5,3125	-1,1279
5,3027	-0,8252
5,2441	-0,6592
5,1465	-0,5225
4,9902	-0,376
4,8145	-0,2393
4,6533	-0,1074
4,4824	-0,0146
4,2969	0,0684
4,082	0,1123
3,8721	0,127
3,623	0,1172
3,374	0,1807
3,1152	0,1904
2,8027	0,2051
2,5146	0,2246
2,1924	0,2588
1,8652	0,2686
1,543	0,3027
1,1865	0,3174
0,8496	0,3467
0,5029	0,3467
0,1465	0,3809
-0,1904	0,3906
-0,5566	0,415
-0,8984	0,4297
-1,2402	0,4639
-1,5674	0,4736
-1,8994	0,5127
-2,2168	0,5371
-2,5195	0,5664
-2,8223	0,5762
-3,1006	0,625
-3,3691	0,6299
-3,6182	0,6592
-3,8574	0,6787
-4,0576	0,6982
-4,2627	0,7178
-4,4434	0,7373
-4,5996	0,7422
-4,7363	0,752
-4,8486	0,752
-4,9365	0,7617
-5	0,7568
-5,0537	0,7568
-5,083	0,7422
-5,0684	0,6836
-5,0488	0,6445
-5	0,6299
-4,9219	0,5859
-4,8242	0,5615
-4,7168	0,5127
-4,5703	0,4883
-4,3994	0,4297
-4,2285	0,4004
-4,0234	0,3467
-3,8037	0,3027
-3,5596	0,2539
-3,2959	0,2197
-3,0127	0,1807
-2,7295	0,1709
-2,4561	0,1025
-2,124	0,0537
-1,8115	0,0391
-1,499	0,0195
-1,1719	-0,0488
-0,8008	-0,1025
-0,459	-0,1709
-0,1123	-0,1953
0,249	-0,249
0,6104	-0,2881
0,957	-0,3467
1,3037	-0,3955
1,6504	-0,4687
1,9678	-0,5225
2,3096	-0,5957
2,6367	-0,6396
2,9395	-0,7178
3,2275	-0,7764
3,5059	-0,8643
3,7744	-0,9424
4,0186	-1,0156
4,248	-1,0693
4,4434	-1,1475
4,624	-1,2012
4,8047	-1,25
4,9463	-1,2793
5,0684	-1,3184
5,1611	-1,3184
5,2393	-1,3232
5,2979	-1,2939
5,3223	-1,2695
5,3223	-1,0596
5,3076	-0,7666
5,2393	-0,6006
5,1172	-0,4736
4,9561	-0,3174
4,7656	-0,21
4,6191	-0,0537
4,4531	0,0146
4,2334	0,083
4,043	0,1221
3,7988	0,127
3,5742	0,1367
3,2959	0,1758
3,0225	0,1953
2,7344	0,21
2,4268	0,2295
2,0996	0,2588
1,7822	0,2832
1,4502	0,3027
1,1035	0,3174
0,7715	0,3564
0,415	0,3564
0,0684	0,3809
-0,2734	0,3955
-0,6201	0,4248
-0,9668	0,4297
-1,3037	0,4736
-1,6357	0,4785
-1,958	0,5176
-2,2754	0,5322
-2,583	0,5713
-2,876	0,5859
-3,1543	0,6201
-3,4229	0,6445
-3,6719	0,6738
-3,9014	0,6738
-4,1162	0,7129
-4,3018	0,7129
-4,4824	0,7422
-4,6338	0,7422
-4,7607	0,7617
-4,8633	0,752
-4,9512	0,7617
-5,0098	0,752
-5,0391	0,752
-5,0635	0,7227
-5,0537	0,6738
-5,0342	0,6396
-4,9658	0,6201
-4,8975	0,5811
-4,79	0,5566
-4,6631	0,5078
-4,5361	0,4688
-4,3506	0,4297
-4,1748	0,3857
-3,9697	0,332
-3,7402	0,293
-3,4961	0,2441
-3,2227	0,2051
-2,9443	0,1807
-2,6611	0,1563
-2,373	0,083
-2,041	0,0439
-1,7187	0,0244
-1,3965	0,0146
-1,0645	-0,0732
-0,7227	-0,127
-0,3564	-0,1807
-0,0098	-0,2246
0,3467	-0,2783
0,6934	-0,3076
1,04	-0,3711
1,3965	-0,4102
1,7188	-0,4834
2,0605	-0,5322
2,3682	-0,6055
2,7051	-0,6494
2,998	-0,7373
3,2861	-0,8057
3,5547	-0,8887
3,8184	-0,9619
4,0723	-1,0547
4,292	-1,1084
4,5068	-1,1865
4,6826	-1,2256
4,8584	-1,2939
4,9854	-1,3135
5,1172	-1,3428
5,1855	-1,3525
5,2734	-1,3525
5,3125	-1,3232
5,3369	-1,2793
5,332	-1,0059
5,3076	-0,752
5,2246	-0,5957
5,0928	-0,4443
4,9072	-0,3027
4,7412	-0,1709
4,585	-0,0488
4,3848	0,0195
4,1943	0,1025
3,9697	0,1074
3,7354	0,1318
3,501	0,127
3,2275	0,1855
2,9395	0,1953
2,6514	0,2295

